cl_id	sub_id	circularity
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	0.8
hTERT-HME1	500Pa FN	0.9
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	0.9
hTERT-HME1	500Pa FN	0.9
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.9
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	0.9
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	0.9
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.9
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.4
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.8
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	0.8
hTERT-HME1	500Pa FN	0.4
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.8
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.8
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.3
hTERT-HME1	500Pa FN	0.8
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.3
hTERT-HME1	500Pa FN	0.8
hTERT-HME1	500Pa FN	0.4
hTERT-HME1	500Pa FN	0.4
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.8
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.6
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	0.4
hTERT-HME1	500Pa FN	1.0
hTERT-HME1	500Pa FN	0.4
hTERT-HME1	500Pa FN	0.5
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	500Pa FN	0.7
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.8
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.7
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.9
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.7
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.7
hTERT-HME1	30kPa Coll	0.9
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.7
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.7
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.7
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.7
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.8
hTERT-HME1	30kPa Coll	0.9
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.2
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.2
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.7
hTERT-HME1	30kPa Coll	0.8
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.2
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.8
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.3
hTERT-HME1	30kPa Coll	0.7
hTERT-HME1	30kPa Coll	0.4
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.5
hTERT-HME1	30kPa Coll	0.6
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.3
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.2
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.9
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.3
hTERT-HME1	30kPa FN	0.3
hTERT-HME1	30kPa FN	0.3
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	1.0
hTERT-HME1	30kPa FN	1.0
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	1.0
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.3
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.9
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.8
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.3
hTERT-HME1	30kPa FN	1.0
hTERT-HME1	30kPa FN	0.8
hTERT-HME1	30kPa FN	0.3
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.2
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.3
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.3
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.5
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.8
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.7
hTERT-HME1	30kPa FN	0.9
hTERT-HME1	30kPa FN	1.0
hTERT-HME1	30kPa FN	0.4
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	30kPa FN	0.2
hTERT-HME1	30kPa FN	0.6
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.6
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.5
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.6
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.8
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.6
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.5
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.8
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.8
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.4
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.7
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.8
hTERT-HME1	HA Coll	0.7
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.8
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.7
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	0.6
hTERT-HME1	HA Coll	0.9
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA Coll	1.0
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.5
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.7
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.7
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.7
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.3
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.8
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.6
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.6
hTERT-HME1	HA FN	0.8
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.8
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	1.0
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.6
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	0.9
hTERT-HME1	HA FN	1.0
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	1.0
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	1.0
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.3
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	1.0
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.5
hTERT-HME1	Glass	1.0
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	1.0
hTERT-HME1	Glass	0.4
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.8
hTERT-HME1	Glass	0.9
hTERT-HME1	Glass	1.0
hTERT-HME1	Glass	0.6
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.7
hTERT-HME1	Glass	0.8
MCF10A-JSB	500Pa Coll	0.45
MCF10A-JSB	500Pa Coll	0.765
MCF10A-JSB	500Pa Coll	0.536
MCF10A-JSB	500Pa Coll	0.799
MCF10A-JSB	500Pa Coll	0.497
MCF10A-JSB	500Pa Coll	0.911
MCF10A-JSB	500Pa Coll	0.906
MCF10A-JSB	500Pa Coll	0.701
MCF10A-JSB	500Pa Coll	0.587
MCF10A-JSB	500Pa Coll	0.468
MCF10A-JSB	500Pa Coll	0.801
MCF10A-JSB	500Pa Coll	0.649
MCF10A-JSB	500Pa Coll	0.923
MCF10A-JSB	500Pa Coll	0.657
MCF10A-JSB	500Pa Coll	0.883
MCF10A-JSB	500Pa Coll	0.785
MCF10A-JSB	500Pa Coll	0.927
MCF10A-JSB	500Pa Coll	0.924
MCF10A-JSB	500Pa Coll	0.496
MCF10A-JSB	500Pa Coll	0.785
MCF10A-JSB	500Pa Coll	0.588
MCF10A-JSB	500Pa Coll	0.652
MCF10A-JSB	500Pa Coll	0.794
MCF10A-JSB	500Pa Coll	0.905
MCF10A-JSB	500Pa Coll	0.905
MCF10A-JSB	500Pa Coll	0.587
MCF10A-JSB	500Pa Coll	0.918
MCF10A-JSB	500Pa Coll	0.872
MCF10A-JSB	500Pa Coll	0.513
MCF10A-JSB	500Pa Coll	0.835
MCF10A-JSB	500Pa Coll	0.782
MCF10A-JSB	500Pa Coll	0.757
MCF10A-JSB	500Pa Coll	0.841
MCF10A-JSB	500Pa Coll	0.54
MCF10A-JSB	500Pa Coll	0.566
MCF10A-JSB	500Pa Coll	0.623
MCF10A-JSB	500Pa Coll	0.658
MCF10A-JSB	500Pa Coll	0.815
MCF10A-JSB	500Pa Coll	0.908
MCF10A-JSB	500Pa Coll	0.845
MCF10A-JSB	500Pa Coll	0.879
MCF10A-JSB	500Pa Coll	0.517
MCF10A-JSB	500Pa Coll	0.81
MCF10A-JSB	500Pa Coll	0.942
MCF10A-JSB	500Pa Coll	0.936
MCF10A-JSB	500Pa Coll	0.945
MCF10A-JSB	500Pa Coll	0.425
MCF10A-JSB	500Pa Coll	0.743
MCF10A-JSB	500Pa Coll	0.892
MCF10A-JSB	500Pa Coll	0.63
MCF10A-JSB	500Pa Coll	0.143
MCF10A-JSB	500Pa Coll	0.47
MCF10A-JSB	500Pa Coll	0.382
MCF10A-JSB	500Pa Coll	0.189
MCF10A-JSB	500Pa Coll	0.584
MCF10A-JSB	500Pa Coll	0.342
MCF10A-JSB	500Pa Coll	0.524
MCF10A-JSB	500Pa Coll	0.579
MCF10A-JSB	500Pa Coll	0.923
MCF10A-JSB	500Pa Coll	0.944
MCF10A-JSB	500Pa Coll	0.405
MCF10A-JSB	500Pa Coll	0.557
MCF10A-JSB	500Pa Coll	0.591
MCF10A-JSB	500Pa Coll	0.556
MCF10A-JSB	500Pa Coll	0.786
MCF10A-JSB	500Pa Coll	0.886
MCF10A-JSB	500Pa Coll	0.696
MCF10A-JSB	500Pa Coll	0.839
MCF10A-JSB	500Pa Coll	0.731
MCF10A-JSB	500Pa Coll	0.802
MCF10A-JSB	500Pa Coll	0.432
MCF10A-JSB	500Pa Coll	0.928
MCF10A-JSB	500Pa Coll	0.934
MCF10A-JSB	500Pa Coll	0.613
MCF10A-JSB	500Pa Coll	0.517
MCF10A-JSB	500Pa Coll	0.367
MCF10A-JSB	500Pa Coll	0.476
MCF10A-JSB	500Pa Coll	0.462
MCF10A-JSB	500Pa Coll	0.52
MCF10A-JSB	500Pa Coll	0.393
MCF10A-JSB	500Pa Coll	0.926
MCF10A-JSB	500Pa Coll	0.608
MCF10A-JSB	500Pa Coll	0.432
MCF10A-JSB	500Pa Coll	0.561
MCF10A-JSB	500Pa Coll	0.754
MCF10A-JSB	500Pa Coll	0.323
MCF10A-JSB	500Pa Coll	0.902
MCF10A-JSB	500Pa Coll	0.843
MCF10A-JSB	500Pa Coll	0.831
MCF10A-JSB	500Pa Coll	0.949
MCF10A-JSB	500Pa Coll	0.616
MCF10A-JSB	500Pa Coll	0.919
MCF10A-JSB	500Pa Coll	0.839
MCF10A-JSB	500Pa Coll	0.92
MCF10A-JSB	500Pa Coll	0.699
MCF10A-JSB	500Pa Coll	0.813
MCF10A-JSB	500Pa Coll	0.94
MCF10A-JSB	500Pa Coll	0.932
MCF10A-JSB	500Pa Coll	0.767
MCF10A-JSB	500Pa Coll	0.414
MCF10A-JSB	500Pa FN	0.295
MCF10A-JSB	500Pa FN	0.396
MCF10A-JSB	500Pa FN	0.371
MCF10A-JSB	500Pa FN	0.331
MCF10A-JSB	500Pa FN	0.805
MCF10A-JSB	500Pa FN	0.837
MCF10A-JSB	500Pa FN	0.814
MCF10A-JSB	500Pa FN	0.457
MCF10A-JSB	500Pa FN	0.744
MCF10A-JSB	500Pa FN	0.809
MCF10A-JSB	500Pa FN	0.284
MCF10A-JSB	500Pa FN	0.312
MCF10A-JSB	500Pa FN	0.944
MCF10A-JSB	500Pa FN	0.866
MCF10A-JSB	500Pa FN	0.696
MCF10A-JSB	500Pa FN	0.819
MCF10A-JSB	500Pa FN	0.794
MCF10A-JSB	500Pa FN	0.462
MCF10A-JSB	500Pa FN	0.897
MCF10A-JSB	500Pa FN	0.738
MCF10A-JSB	500Pa FN	0.29
MCF10A-JSB	500Pa FN	0.366
MCF10A-JSB	500Pa FN	0.921
MCF10A-JSB	500Pa FN	0.637
MCF10A-JSB	500Pa FN	0.865
MCF10A-JSB	500Pa FN	0.754
MCF10A-JSB	500Pa FN	0.844
MCF10A-JSB	500Pa FN	0.536
MCF10A-JSB	500Pa FN	0.173
MCF10A-JSB	500Pa FN	0.427
MCF10A-JSB	500Pa FN	0.647
MCF10A-JSB	500Pa FN	0.127
MCF10A-JSB	500Pa FN	0.826
MCF10A-JSB	500Pa FN	0.966
MCF10A-JSB	500Pa FN	0.616
MCF10A-JSB	500Pa FN	0.444
MCF10A-JSB	500Pa FN	0.424
MCF10A-JSB	500Pa FN	0.881
MCF10A-JSB	500Pa FN	0.493
MCF10A-JSB	500Pa FN	0.089
MCF10A-JSB	500Pa FN	0.262
MCF10A-JSB	500Pa FN	0.381
MCF10A-JSB	500Pa FN	0.192
MCF10A-JSB	500Pa FN	0.477
MCF10A-JSB	500Pa FN	0.947
MCF10A-JSB	500Pa FN	0.875
MCF10A-JSB	500Pa FN	0.534
MCF10A-JSB	500Pa FN	0.757
MCF10A-JSB	500Pa FN	0.851
MCF10A-JSB	500Pa FN	0.424
MCF10A-JSB	500Pa FN	0.921
MCF10A-JSB	500Pa FN	0.941
MCF10A-JSB	500Pa FN	0.946
MCF10A-JSB	500Pa FN	0.803
MCF10A-JSB	500Pa FN	0.84
MCF10A-JSB	500Pa FN	0.879
MCF10A-JSB	500Pa FN	0.628
MCF10A-JSB	500Pa FN	0.649
MCF10A-JSB	500Pa FN	0.87
MCF10A-JSB	500Pa FN	0.335
MCF10A-JSB	500Pa FN	0.934
MCF10A-JSB	500Pa FN	0.942
MCF10A-JSB	500Pa FN	0.859
MCF10A-JSB	500Pa FN	0.871
MCF10A-JSB	500Pa FN	0.627
MCF10A-JSB	500Pa FN	0.699
MCF10A-JSB	500Pa FN	0.431
MCF10A-JSB	500Pa FN	0.918
MCF10A-JSB	500Pa FN	0.916
MCF10A-JSB	500Pa FN	0.874
MCF10A-JSB	500Pa FN	0.455
MCF10A-JSB	500Pa FN	0.91
MCF10A-JSB	500Pa FN	0.934
MCF10A-JSB	500Pa FN	0.907
MCF10A-JSB	500Pa FN	0.943
MCF10A-JSB	500Pa FN	0.713
MCF10A-JSB	500Pa FN	0.927
MCF10A-JSB	500Pa FN	0.792
MCF10A-JSB	500Pa FN	0.908
MCF10A-JSB	500Pa FN	0.847
MCF10A-JSB	500Pa FN	0.934
MCF10A-JSB	500Pa FN	0.6
MCF10A-JSB	500Pa FN	0.839
MCF10A-JSB	500Pa FN	0.605
MCF10A-JSB	500Pa FN	0.583
MCF10A-JSB	500Pa FN	0.638
MCF10A-JSB	500Pa FN	0.472
MCF10A-JSB	500Pa FN	0.84
MCF10A-JSB	500Pa FN	0.936
MCF10A-JSB	500Pa FN	0.734
MCF10A-JSB	500Pa FN	0.854
MCF10A-JSB	500Pa FN	0.926
MCF10A-JSB	500Pa FN	0.719
MCF10A-JSB	500Pa FN	0.559
MCF10A-JSB	500Pa FN	0.615
MCF10A-JSB	500Pa FN	0.925
MCF10A-JSB	500Pa FN	0.892
MCF10A-JSB	500Pa FN	0.636
MCF10A-JSB	500Pa FN	0.765
MCF10A-JSB	500Pa FN	0.836
MCF10A-JSB	30kPa Coll	0.383
MCF10A-JSB	30kPa Coll	0.497
